duration,count,class
10280,2,2
10283,2,2
10284,6,2
10288,2,2
10289,2,2
10291,4,2
10294,2,2
10297,2,2
10298,2,2
10302,2,2
10303,2,2
10304,2,2
10305,4,2
10309,2,2
10311,2,2
10316,2,2
10318,2,2
10319,2,2
10338,2,2
10353,2,2
10359,2,2
10364,4,2
10387,2,2
10395,2,2
10401,2,2
10408,2,2
10417,2,2
10422,2,2
10431,2,2
10442,2,2
10451,2,2
10485,2,2
10493,2,2
10518,2,2
10549,2,2
10578,2,2
10590,2,2
10623,2,2
10624,2,2
10675,2,2
10680,2,2
10686,2,2
10690,2,2
10703,2,2
10732,2,2
10785,2,2
10805,4,2
10847,2,2
10865,2,2
10884,2,2
10889,2,2
10926,2,2
10935,2,2
10938,2,2
10961,2,2
10962,2,2
10975,156,2
10985,2,2
10992,2,2
10994,4,2
11026,2,2
11285,2,2
11529,2,2
11581,2,2
11585,2,2
11596,2,2
11639,2,2
11641,2,2
11657,2,2
11739,2,2
11744,2,2
11798,2,2
11948,2,2
12067,2,2
28124,1,2
28164,3,2
28171,1,2
28196,2,2
28210,4,2
28213,2,2
28313,1,2
28385,1,2
28448,1,2
28528,4,2
28553,1,2
28784,1,2
28812,1,2
28876,1,2
40829,1,2
40866,1,2
40867,2,2
40868,2,2
40871,1,2
40873,1,2
40875,97,2
41171,1,2
41179,1,2
41185,1,2
41186,1,2
41187,1,2
41192,3,2
41200,2,2
41207,1,2
41212,5,2
41214,1,2
41215,1,2
41218,1,2
41220,1,2
41226,1,2
41227,2,2
41229,1,2
41231,3,2
41232,6,2
41233,2,2
41234,1,2
41235,5,2
41236,4,2
41240,310,1
730913,19,1
730955,173,1
